F|20744|133668|2016-03-24|13:00:00|180|CompCare|HomeMaker|Hilma|M|(402) 930-4240|(402) 930-4240|Alyce|B|3319 South 45th Street |Omaha|NE|68106|(402) 556-4367|Comments here|16e78c5ffe66ccd570d3e220051cca
F|20744|133668|2016-03-25|13:00:00|180|CompCare|HomeMaker|Hilma|M|(402) 930-4240|(402) 930-4240|Alyce|B|3319 South 45th Street |Omaha|NE|68106|(402) 556-4367|Comments here|89f39cf4df6170eaa6045cf6e6f1dc
F|28375|133668|2016-03-26|13:00:00|180|CompCare|Personal Care Assistant|Elicia|M|(402) 930-4240|(402) 930-4240|Alyce|B|8901 W Dodge Rd |Omaha|NE|68114|(402) 354-8600|Comments here|33f2c99007405665c7d1da728875e1
F|23271|133668|2016-03-27|13:00:00|180|CompCare|HomeMaker|Nancy|E|(402) 930-4240|(402) 930-4240|Alyce|B|3319 South 45th Street |Omaha|NE|68106|(402) 556-4367|Comments here|45f9e1207c80c90ca5ff7d4bb6b315
F|20744|133668|2016-03-28|13:00:00|180|CompCare|HomeMaker|Hilma|M|(402) 930-4240|(402) 930-4240|Alyce|B|3319 South 45th Street |Omaha|NE|68106|(402) 556-4367|Comments here|2a1041f91387f601a678a54ab5f1fd
F|20744|133668|2016-03-29|13:00:00|180|CompCare|HomeMaker|Hilma|M|(402) 930-4240|(402) 930-4240|Alyce|B|3319 South 45th Street |Omaha|NE|68106|(402) 556-4367|Comments here|2f185f9464bb90b9ee8cb0078dfdb1
F|20744|133668|2016-03-30|13:00:00|180|CompCare|HomeMaker|Hilma|M|(402) 930-4240|(402) 930-4240|Alyce|B|3319 South 45th Street |Omaha|NE|68106|(402) 556-4367|Comments here|9065372f4630e630c6188cb769d34f
F|20744|133668|2016-03-31|13:00:00|180|CompCare|HomeMaker|Hilma|M|(402) 930-4240|(402) 930-4240|Alyce|B|3319 South 45th Street |Omaha|NE|68106|(402) 556-4367|Comments here|5040e74f12b24f1db60c2b68bf34b9
F|20744|133668|2016-04-01|13:00:00|180|CompCare|HomeMaker|Hilma|M|(402) 930-4240|(402) 930-4240|Alyce|B|3319 South 45th Street |Omaha|NE|68106|(402) 556-4367|Comments here|42d2801cf57b732d994bf0c9dfad9e
F|27781|133668|2016-04-02|13:00:00|180|CompCare|Personal Care Assistant|Tracie|C|(402) 930-4240|(402) 930-4240|Alyce|B|8901 W Dodge Rd |Omaha|NE|68114|(402) 354-8600|Comments here|4890ad55d30d32403d008360059333
F|23271|133668|2016-04-03|13:00:00|180|CompCare|HomeMaker|Nancy|E|(402) 930-4240|(402) 930-4240|Alyce|B|3319 South 45th Street |Omaha|NE|68106|(402) 556-4367|Comments here|1cfcfb0ae76cfa97b6015514850266
F|20744|133668|2016-04-04|13:00:00|180|CompCare|HomeMaker|Hilma|M|(402) 930-4240|(402) 930-4240|Alyce|B|3319 South 45th Street |Omaha|NE|68106|(402) 556-4367|Comments here|7378d6ffe304ad5b5273298bed13a2
F|20744|133668|2016-04-05|13:00:00|180|CompCare|HomeMaker|Hilma|M|(402) 930-4240|(402) 930-4240|Alyce|B|3319 South 45th Street |Omaha|NE|68106|(402) 556-4367|Comments here|4edacd12c2ec84f8e60453b0e0f93a
F|20744|133668|2016-04-06|13:00:00|180|CompCare|HomeMaker|Hilma|M|(402) 930-4240|(402) 930-4240|Alyce|B|3319 South 45th Street |Omaha|NE|68106|(402) 556-4367|Comments here|d57e17f9b7a5fb356b05f746d075f6
F|20744|133668|2016-04-07|13:00:00|180|CompCare|HomeMaker|Hilma|M|(402) 930-4240|(402) 930-4240|Alyce|B|3319 South 45th Street |Omaha|NE|68106|(402) 556-4367|Comments here|c2ba2f50fd02ecff8b9b1a7e464272
F|20744|133668|2016-04-08|13:00:00|180|CompCare|HomeMaker|Hilma|M|(402) 930-4240|(402) 930-4240|Alyce|B|3319 South 45th Street |Omaha|NE|68106|(402) 556-4367|Comments here|7d414d8ebfe5bd871a4b18cc1c205e
F|28375|133668|2016-04-09|13:00:00|180|CompCare|Personal Care Assistant|Elicia|M|(402) 930-4240|(402) 930-4240|Alyce|B|8901 W Dodge Rd |Omaha|NE|68114|(402) 354-8600|Comments here|1e6ec451b162ea30b83bdfd633747e
F|28098|10151001|2016-03-11|08:00:00|240|CompCare|Personal Care Assistant|Rhodesia|T|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|cdee524a803fde8cf7859b894abe43
F|28338|10151001|2016-03-12|08:00:00|240|CompCare|Personal Care Assistant|Mary|C|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|1a09d54a2043faa9f7523e7ebd5e16
F|28338|10151001|2016-03-14|08:00:00|240|CompCare|Personal Care Assistant|Mary|C|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|84942cc6fb8d7ea667a10b2422e8d9
F|28338|10151001|2016-03-15|08:00:00|240|CompCare|Personal Care Assistant|Mary|C|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|2991b7d4d005300725c4382821a524
F|28098|10151001|2016-03-16|08:00:00|240|CompCare|Personal Care Assistant|Rhodesia|T|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|c7e39bc7c5f3ffdec5da393a108319
F|28377|10151001|2016-03-17|08:00:00|240|CompCare|Personal Care Assistant|Amy|B|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|068a62fc2de5f20085ec8609b1bf33
F|28098|10151001|2016-03-18|08:00:00|240|CompCare|Personal Care Assistant|Rhodesia|T|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|6b634b7e68daff0f02ad1243786753
F|28338|10151001|2016-03-19|08:00:00|240|CompCare|Personal Care Assistant|Mary|C|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|5d829de95da30057b48daf68424594
F|28338|10151001|2016-03-21|08:00:00|240|CompCare|Personal Care Assistant|Mary|C|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|a3e445ad5b40aae7a533702b768bff
F|28338|10151001|2016-03-22|08:00:00|240|CompCare|Personal Care Assistant|Mary|C|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|56e00a9648887209c7d9497b4f8ba2
F|28098|10151001|2016-03-23|08:00:00|240|CompCare|Personal Care Assistant|Rhodesia|T|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|027d991c88914093b1fc6befb5ff08
F|28377|10151001|2016-03-24|08:00:00|240|CompCare|Personal Care Assistant|Amy|B|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|f76b7417e0149b18c31844ab1c584c
F|28098|10151001|2016-03-25|08:00:00|240|CompCare|Personal Care Assistant|Rhodesia|T|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|7b6b53e47963e170511f6ec82ca9c6
F|28338|10151001|2016-03-26|08:00:00|240|CompCare|Personal Care Assistant|Mary|C|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|89dd4443c7c9e1b0cdc4718a0fb088
F|28338|10151001|2016-03-28|08:00:00|240|CompCare|Personal Care Assistant|Mary|C|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|1a7587d54f20f111df7cf0165a368d
F|28338|10151001|2016-03-29|08:00:00|240|CompCare|Personal Care Assistant|Mary|C|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|4cdbdebae84347c0189eab60823954
F|28098|10151001|2016-03-30|08:00:00|240|CompCare|Personal Care Assistant|Rhodesia|T|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|f1cd1d5277a7d6d6587fc68d6830c5
F|28377|10151001|2016-03-31|08:00:00|240|CompCare|Personal Care Assistant|Amy|B|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|1e8d189d4dc8fe95689772f55df1fb
F|28098|10151001|2016-04-01|08:00:00|240|CompCare|Personal Care Assistant|Rhodesia|T|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|ad438a73ee86a2f9eb1776f6ba6085
F|28338|10151001|2016-04-02|08:00:00|240|CompCare|Personal Care Assistant|Mary|C|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|e4fb7b6315258e7db30659c553a2e8
F|28338|10151001|2016-04-04|08:00:00|240|CompCare|Personal Care Assistant|Mary|C|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|2dabceda2a610d3dc84d8b5fa4c86b
F|28338|10151001|2016-04-05|08:00:00|240|CompCare|Personal Care Assistant|Mary|C|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|972223cea346769ef4d70d4bd50dcd
F|28098|10151001|2016-04-06|08:00:00|240|CompCare|Personal Care Assistant|Rhodesia|T|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|43257ed74245e0658e94a43caccd5b
F|28377|10151001|2016-04-07|08:00:00|240|CompCare|Personal Care Assistant|Amy|B|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|68942636df75de07ced5294877a359
F|28098|10151001|2016-04-08|08:00:00|240|CompCare|Personal Care Assistant|Rhodesia|T|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|fead82e5117f2b891f1a99fdc360f2
F|28338|10151001|2016-04-09|08:00:00|240|CompCare|Personal Care Assistant|Mary|C|(402) 930-4240|(402) 930-4240|Carol|B|4239 Farnam St  Suite 825 |Omaha|NE|68131|(402) 552-2550|Comments here|066e7e34b02066272998ad9def9ba3
F|28364|7310001|2016-03-14|08:00:00|60|CompCare|Personal Care Assistant|Kristen|L|(402) 930-4240|(402) 930-4240|Hale|B|6663 Sorensen Parkway |Omaha|NE|68152|(402) 453-6869|Comments here|de103faa265bde2aa96241d5b89aae
F|28314|7310001|2016-03-16|08:00:00|60|CompCare|Personal Care Assistant|Franklin|M|(402) 930-4240|(402) 930-4240|Hale|B|6663 Sorensen Parkway |Omaha|NE|68152|(402) 453-6869|Comments here|2ad904db030abb7afbb7f236097a2a
F|28364|7310001|2016-03-21|08:00:00|60|CompCare|Personal Care Assistant|Kristen|L|(402) 930-4240|(402) 930-4240|Hale|B|6663 Sorensen Parkway |Omaha|NE|68152|(402) 453-6869|Comments here|be12f46e830942c9acfb63dee04686
F|28314|7310001|2016-03-23|08:00:00|60|CompCare|Personal Care Assistant|Franklin|M|(402) 930-4240|(402) 930-4240|Hale|B|6663 Sorensen Parkway |Omaha|NE|68152|(402) 453-6869|Comments here|4c34acd47b3cf8ff2f6d5b25ec4ba0
F|28364|7310001|2016-03-28|00:01:00|60|CompCare|Personal Care Assistant|Kristen|L|(402) 930-4240|(402) 930-4240|Hale|B|6663 Sorensen Parkway |Omaha|NE|68152|(402) 453-6869|Comments here|a1b6edb57f57465681f175fae52521
F|28314|7310001|2016-03-30|08:00:00|60|CompCare|Personal Care Assistant|Franklin|M|(402) 930-4240|(402) 930-4240|Hale|B|6663 Sorensen Parkway |Omaha|NE|68152|(402) 453-6869|Comments here|3b3028ae4530583b7fed31afa6dc27
F|28364|7310001|2016-04-04|00:01:00|60|CompCare|Personal Care Assistant|Kristen|L|(402) 930-4240|(402) 930-4240|Hale|B|6663 Sorensen Parkway |Omaha|NE|68152|(402) 453-6869|Comments here|6bb506956b7c5b377977caae01c795
F|28314|7310001|2016-04-06|08:00:00|60|CompCare|Personal Care Assistant|Franklin|M|(402) 930-4240|(402) 930-4240|Hale|B|6663 Sorensen Parkway |Omaha|NE|68152|(402) 453-6869|Comments here|86ada2d700c730fdeea93eed229f0e
F|28238|792001|2016-03-14|09:00:00|180|CompCare|Personal Care Assistant|Diana|M|(402) 930-4240|(402) 930-4240|Mary|B|9324 Cuming Plz Apt 15 B |Omaha|NE|68114|(402) 393-3732|Comments here|1e2e41a2f3b0b2710af9e267cfd71f
F|28238|792001|2016-03-17|09:00:00|180|CompCare|Personal Care Assistant|Diana|M|(402) 930-4240|(402) 930-4240|Mary|B|9324 Cuming Plz Apt 15 B |Omaha|NE|68114|(402) 393-3732|Comments here|6b21ad5fe052d7396996267337ceb3
F|28238|792001|2016-03-21|09:00:00|180|CompCare|Personal Care Assistant|Diana|M|(402) 930-4240|(402) 930-4240|Mary|B|9324 Cuming Plz Apt 15 B |Omaha|NE|68114|(402) 393-3732|Comments here|5c82fc2f04323e8289fd28d1ff7d2e
F|28238|792001|2016-03-24|09:00:00|180|CompCare|Personal Care Assistant|Diana|M|(402) 930-4240|(402) 930-4240|Mary|B|9324 Cuming Plz Apt 15 B |Omaha|NE|68114|(402) 393-3732|Comments here|20f6ab6960836359e48b97b02d7b5b
F|28238|792001|2016-03-28|09:00:00|180|CompCare|Personal Care Assistant|Diana|M|(402) 930-4240|(402) 930-4240|Mary|B|9324 Cuming Plz Apt 15 B |Omaha|NE|68114|(402) 393-3732|Comments here|12cdd9c5708a4fda9a66e4b2868290
F|28238|792001|2016-03-31|09:00:00|180|CompCare|Personal Care Assistant|Diana|M|(402) 930-4240|(402) 930-4240|Mary|B|9324 Cuming Plz Apt 15 B |Omaha|NE|68114|(402) 393-3732|Comments here|c341447f4c9541841ed1e7bc1f6dc2
F|28238|792001|2016-04-04|09:00:00|180|CompCare|Personal Care Assistant|Diana|M|(402) 930-4240|(402) 930-4240|Mary|B|9324 Cuming Plz Apt 15 B |Omaha|NE|68114|(402) 393-3732|Comments here|12a6043d545ffdfa03360828bd090d
F|28238|792001|2016-04-07|09:00:00|180|CompCare|Personal Care Assistant|Diana|M|(402) 930-4240|(402) 930-4240|Mary|B|9324 Cuming Plz Apt 15 B |Omaha|NE|68114|(402) 393-3732|Comments here|e34c0d8b7b17d05bb5e5e2e1fed89b
F|27781|152174|2016-03-11|10:00:00|180|CompCare|Personal Care Assistant|Tracie|C|(402) 930-4240|(402) 930-4240|Ruth|B|16120 W Dodge Rd Physicians Healthwest|Omaha|NE|68118|(402) 354-0550|Comments here|47af53b8c81ff571ff398856d02aee
F|27781|152174|2016-03-18|10:00:00|180|CompCare|Personal Care Assistant|Tracie|C|(402) 930-4240|(402) 930-4240|Ruth|B|16120 W Dodge Rd Physicians Healthwest|Omaha|NE|68118|(402) 354-0550|Comments here|d8dd4cb7e2871b7c47a9b9f34a9b87
F|27781|152174|2016-03-25|10:00:00|180|CompCare|Personal Care Assistant|Tracie|C|(402) 930-4240|(402) 930-4240|Ruth|B|16120 W Dodge Rd Physicians Healthwest|Omaha|NE|68118|(402) 354-0550|Comments here|253feb2660f259eeaa325a3a6aad10
F|27781|152174|2016-04-01|10:00:00|180|CompCare|Personal Care Assistant|Tracie|C|(402) 930-4240|(402) 930-4240|Ruth|B|16120 W Dodge Rd Physicians Healthwest|Omaha|NE|68118|(402) 354-0550|Comments here|05bb3e78ba43a4598968948cfb3d7b
F|27781|152174|2016-04-08|10:00:00|180|CompCare|Personal Care Assistant|Tracie|C|(402) 930-4240|(402) 930-4240|Ruth|B|16120 W Dodge Rd Physicians Healthwest|Omaha|NE|68118|(402) 354-0550|Comments here|1991a0fd34c2f3711b72f62e23ee39
F|28270|150178|2016-03-11|07:30:00|450|CompCare|Home Health Aide|Debbie|B|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|ff64fe19a40fe78c4aaf0a7bae7bdb
F|28322|150178|2016-03-14|00:01:00|0|CompCare|Nurse|Rita|D|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|12c59a9e011fcb36821a08344108e0
F|28378|150178|2016-03-14|07:30:00|450|CompCare|Home Health Aide|Robin|J|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|976cdf0852155e6a79e9ba6f657f1a
F|28378|150178|2016-03-15|07:30:00|450|CompCare|Home Health Aide|Robin|J|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|0a6759ee91ef0489e7f1dca6907776
F|28384|150178|2016-03-16|07:30:00|450|CompCare|Home Health Aide|Crystal|L|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|eca0b0779884bed52156ea73baf740
F|28384|150178|2016-03-17|07:30:00|450|CompCare|Home Health Aide|Crystal|L|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|4aadc796907166fd802a92967366c4
F|28270|150178|2016-03-18|07:30:00|450|CompCare|Home Health Aide|Debbie|B|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|ce27eb92505cf70366701951134b15
F|28378|150178|2016-03-21|07:30:00|450|CompCare|Home Health Aide|Robin|J|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|018e2f7b130bfb20c66f29c0a76863
F|28378|150178|2016-03-22|07:30:00|450|CompCare|Home Health Aide|Robin|J|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|21a8b0ba845886b36967129cf70454
F|28384|150178|2016-03-23|07:30:00|450|CompCare|Home Health Aide|Crystal|L|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|06bcc2467a3a90fc0f307492a0d90f
F|28384|150178|2016-03-24|07:30:00|450|CompCare|Home Health Aide|Crystal|L|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|a13b62979c715bf364f607a7584532
F|28270|150178|2016-03-25|07:30:00|450|CompCare|Home Health Aide|Debbie|B|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|f0e5120955517693794cd72999af82
F|28322|150178|2016-03-28|00:01:00|60|CompCare|Nurse|Rita|D|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|af4c98a9df209045ee71cadfbacd65
F|28378|150178|2016-03-28|07:30:00|450|CompCare|Home Health Aide|Robin|J|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|67ad2a68935e4e71a92a7cf34e4dcd
F|28378|150178|2016-03-29|07:30:00|450|CompCare|Home Health Aide|Robin|J|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|65cc62b7d1ae1301caff04cce6fbd2
F|28384|150178|2016-03-30|07:30:00|450|CompCare|Home Health Aide|Crystal|L|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|799c6de15429aed0cab9e1bff35e0b
F|28384|150178|2016-03-31|07:30:00|450|CompCare|Home Health Aide|Crystal|L|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|caf39c8999cfcbc96f8eec6c5c531d
F|28270|150178|2016-04-01|07:30:00|450|CompCare|Home Health Aide|Debbie|B|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|139a3bb7c0638c044fe9bfffe048c3
F|28378|150178|2016-04-04|07:30:00|450|CompCare|Home Health Aide|Robin|J|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|1958e9c359f3a808f70f507c92ae48
F|28378|150178|2016-04-05|07:30:00|450|CompCare|Home Health Aide|Robin|J|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|db7f64e7153fb0a6692f0d3eca678f
F|28384|150178|2016-04-06|07:30:00|450|CompCare|Home Health Aide|Crystal|L|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|db028bd297940e194b68d25d785c93
F|28384|150178|2016-04-07|07:30:00|450|CompCare|Home Health Aide|Crystal|L|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|8e20ad2cff25a0a0339a44733d3611
F|28270|150178|2016-04-08|07:30:00|450|CompCare|Home Health Aide|Debbie|B|(402) 930-4240|(402) 930-4240|Sherri|B|717 North 190th Plaza Womens Center Primary Care|Omaha|NE|68002|(402) 815-1980|Comments here|3c7592631840857a560e247bca910e
F|28364|3859001|2016-03-11|07:00:00|60|CompCare|Personal Care Assistant|Kristen|L|(402) 930-4240|(402) 930-4240|Annie Mae|C|6663 Sorensen Parkway |Omaha|NE|68152|(402) 453-6869|Comments here|c0f424c9c6bbbed65e636bada82b97
F|28364|3859001|2016-03-14|08:30:00|120|CompCare|Personal Care Assistant|Kristen|L|(402) 930-4240|(402) 930-4240|Annie Mae|C|6663 Sorensen Parkway |Omaha|NE|68152|(402) 453-6869|Comments here|9017fea87a734e5a554bce811a108d
F|28364|3859001|2016-03-15|07:15:00|60|CompCare|Personal Care Assistant|Kristen|L|(402) 930-4240|(402) 930-4240|Annie Mae|C|6663 Sorensen Parkway |Omaha|NE|68152|(402) 453-6869|Comments here|97139e14f62612912274190ac190d1
F|28364|3859001|2016-03-18|07:00:00|60|CompCare|Personal Care Assistant|Kristen|L|(402) 930-4240|(402) 930-4240|Annie Mae|C|6663 Sorensen Parkway |Omaha|NE|68152|(402) 453-6869|Comments here|d9fbd989e966f4efb002afee4093ba
F|28364|3859001|2016-03-21|08:30:00|120|CompCare|Personal Care Assistant|Kristen|L|(402) 930-4240|(402) 930-4240|Annie Mae|C|6663 Sorensen Parkway |Omaha|NE|68152|(402) 453-6869|Comments here|df3a6c2fcc5248f99b2fe9d296017f
F|28364|3859001|2016-03-22|07:15:00|60|CompCare|Personal Care Assistant|Kristen|L|(402) 930-4240|(402) 930-4240|Annie Mae|C|6663 Sorensen Parkway |Omaha|NE|68152|(402) 453-6869|Comments here|090aa4e4e99b8b579c1c124829807a
F|28364|3859001|2016-03-25|07:00:00|60|CompCare|Personal Care Assistant|Kristen|L|(402) 930-4240|(402) 930-4240|Annie Mae|C|6663 Sorensen Parkway |Omaha|NE|68152|(402) 453-6869|Comments here|61c1d475ebcdec6d2006cd53637fd8
